qualtrics_id,school_code,school_name_anon,progress,duration_min,birth_country,age_cat,age,female,male,educ_mother,educ_father,educ_parent_max,has_computer,has_internet,digital_comfort,platform_use,classroom_section,math_grade_prev,like_math,like_communication,rank_math,rank_communication,mathconf_learn,mathconf_exam,mathconf_help_peers,mathconf_growth,lab_productive,lab_preferred_hours,hours_school,hours_study,hours_friends,hours_entertainment,hours_housework,hours_unpaid_work,hours_paid_work,hours_sleep,hours_sport,math_study_weekly,study_context,digital_tools_used,grit_challenge,grit_quit_game,grit_lose_interest,grit_hardwork,grit_avg,mindset_fixed1,mindset_fixed2,mindset_avg,locus_luck,locus_fate,locus_prepared,locus_plans,locus_avg,efficacy_hard_problems,efficacy_effort,efficacy_calm,efficacy_solutions,efficacy_trouble,efficacy_avg,math_enjoy,math_wish_no,math_like_problems,math_does_well,math_harder_than_peers,math_worry_grades,math_nervous_exams,math_useful,math_enjoy_avg,math_anxiety_avg,math_selfconcept_avg,meta_study_allocation,meta_when_stuck,meta_hint_use,meta_review_errors,meta_self_awareness,meta_after_mistake,meta_ai_use,meta_expected_exam,meta_actual_exam,barrier_finish_school,info_postsecondary,plan_after_school,knows_career,career_first_choice,institution_first_choice,plan_feasibility,plan_talks_with,parent_educ_expectation,enrolled_academy,belief_univ_transition,factors_career_choice,action_3months,plans_higher_ed,salary_secondary,salary_technical,salary_university,informal_secondary,informal_technical,informal_university,preferred_sector,knows_jobs_sector,barrier_money,barrier_work_family,barrier_parent_ideas,barrier_grades,barrier_info_careers,barrier_info_institution,barrier_family_resp,knows_scholarship,knows_beca18,knows_alt_training,est_years_technical,est_years_university,time_pref_100v150,time_pref_100v300,risk_pref_100v250,risk_pref_100v500,patient_low,patient_high,risk_seeking_low,risk_seeking_high,belong_outsider,belong_fits_in,belonging_avg,num_close_friends,friend1_recess,friend1_homework,friend1_future_talk,friend1_whatsapp,friend2_recess,friend2_homework,friend2_future_talk,friend2_whatsapp,friend3_recess,friend3_homework,friend3_future_talk,friend3_whatsapp,friend4_recess,friend4_homework,friend4_future_talk,friend4_whatsapp,friend5_recess,friend5_homework,friend5_future_talk,friend5_whatsapp,correct_a1,qbl_v5_a1,correct_a2,qbl_v5_a2,correct_a7,qbl_v5_a7,correct_a8,qbl_v5_a8,correct_a8m,qbl_v5_a8m,correct_a4,qbl_v5_a4,correct_a9s,qbl_v5_a9s,correct_a3,qbl_v5_a3,correct_a6,qbl_v5_a6,correct_a5,qbl_v5_a5,score_total_baseline,score_pct_baseline
R_100608abc5362,4615493,School_16,100,48.099998,1,3.0,17.0,0,0,4,2.0,4,0,1,1,2,D,2,2,4,2,7,3,3,3,3,1,3,5.5,2.5,0.5,4.0,2.0,0.5,1.5,9.5,1.5,5,2,1,1,1,3,2,2.75,3,5,3.0,3,2,4,5,4.0,4,4,1,1,1,2.2,2,4,4,1,2,5,2,2,2.6666667,3.5,2.5,2,2,1,1,1,2,1,1,1,1,1,3,2,,3,4,3,3,0,6,3,,1,,1619.0,2286.0,1,3,9,1,3,1,5,2,3,3,5,5,3,2,2,4,5,1,3,2,3,0,0,1,0,3,3,3.0,6,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,2,0,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,0,4,8,0.80000001
R_100609abc9726,4615493,School_16,100,26.200001,1,1.0,15.0,0,0,1,7.0,7,1,1,5,2,E,3,4,1,10,9,3,1,2,2,2,5,7.5,1.0,2.0,1.0,2.0,0.5,0.0,9.0,1.0,5,4,1,5,3,4,3,3.25,1,3,5.0,1,2,4,4,4.25,2,4,3,4,4,3.4000001,4,3,2,3,5,3,3,2,3.0,3.0,2.0,1,3,3,2,1,4,2,2,2,1,4,5,1,,4,3,2,4,0,6,4,,0,1054.0,1321.0,2002.0,5,4,3,9,3,5,2,3,4,2,1,3,3,2,1,2,6,1,1,2,3,0,0,1,0,5,4,2.5,3,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,2,1,2,1,1,1,1,0,2,0,4,0,3,1,1,6,0.60000002
R_100610abc862,4615493,School_16,100,19.1,1,1.0,15.0,1,1,5,9.0,9,0,1,4,1,A,2,2,1,8,4,3,4,1,3,3,3,5.5,0.5,3.0,3.0,0.5,0.5,0.0,5.5,0.0,5,3,4,1,5,1,2,2.25,2,3,4.5,3,3,3,1,2.5,2,4,1,4,4,3.0,2,5,2,4,4,5,5,3,1.6666666,5.0,3.0,4,4,4,3,3,1,4,5,1,1,1,4,2,,1,2,1,4,0,3,4,,1,1113.0,2434.0,,8,4,10,7,2,4,4,2,5,4,5,4,3,2,2,3,6,1,3,2,1,0,0,1,0,5,4,2.5,5,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,3,1,2,1,2,1,1,1,1,0,3,1,1,0,3,1,1,6,0.60000002
R_100611abc8052,4615493,School_16,100,11.1,1,1.0,15.0,0,0,9,12.0,12,1,1,2,3,B,1,4,1,7,7,1,1,4,2,5,4,6.5,1.0,0.0,3.0,1.0,0.0,0.0,9.5,1.0,4,2,1,5,4,2,4,3.75,2,6,3.0,3,2,3,1,2.75,1,2,2,3,3,2.2,1,4,3,2,4,4,3,1,2.0,3.5,2.0,2,4,1,4,2,3,2,2,4,1,1,1,1,,5,2,3,1,0,6,4,,0,1491.0,2384.0,2003.0,7,7,0,1,1,1,5,5,4,3,5,1,2,1,2,5,7,1,3,1,3,0,0,0,0,4,2,2.0,5,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,2,0,1,1,1,0,1,1,3,0,1,1,4,1,1,6,0.60000002
R_100612abc5262,4615493,School_16,100,25.1,1,2.0,16.0,0,0,9,1.0,9,0,1,1,2,C,4,3,4,10,4,3,2,4,1,2,7,8.0,2.5,2.0,3.5,1.5,0.5,0.5,8.5,1.5,3,1,3,5,2,3,4,4.0,6,1,3.5,5,1,1,3,2.5,2,2,3,4,1,2.4000001,1,5,3,2,3,2,3,1,1.6666666,2.5,2.5,3,2,3,2,2,4,1,3,5,1,3,3,2,,2,5,1,4,0,1,4,,1,,2256.0,1686.0,0,4,9,6,2,3,5,2,4,3,1,1,3,2,2,5,6,3,2,3,1,0,1,0,0,5,2,1.5,4,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,0,1,7,0.69999999
R_100613abc3467,4615493,School_16,100,38.299999,1,2.0,16.0,0,0,2,7.0,7,0,1,2,1,D,1,4,2,5,7,1,1,2,3,5,8,6.5,3.0,3.0,2.0,1.5,0.0,0.5,6.5,1.5,3,4,3,2,3,1,2,3.0,5,6,1.5,5,3,2,3,2.25,1,3,4,4,2,2.8,2,4,4,1,2,5,2,1,2.6666667,3.5,2.5,3,4,4,3,2,2,2,2,2,2,5,5,2,,4,4,6,3,0,8,5,,0,1042.0,1699.0,2749.0,3,0,2,5,3,1,3,4,1,2,1,1,1,2,3,3,6,1,3,2,3,0,0,1,0,1,2,3.5,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,2,1,1,1,2,1,2,0,3,1,1,0,3,1,1,1,4,1,1,8,0.80000001
R_100614abc2661,4615493,School_16,100,33.299999,1,1.0,15.0,0,0,1,4.0,4,0,1,5,3,E,2,1,1,9,3,2,4,2,1,3,1,7.0,4.0,1.0,5.0,1.0,0.0,0.0,8.5,0.5,4,3,5,1,1,4,5,3.25,5,4,2.5,5,1,5,3,3.5,1,4,2,2,4,2.5999999,5,5,5,5,2,3,5,4,3.6666667,4.0,4.5,1,4,2,1,3,3,2,2,4,1,5,5,1,,3,5,2,2,0,10,2,,0,1042.0,1609.0,1936.0,3,9,0,5,3,2,2,2,4,4,1,2,1,3,3,2,7,3,1,2,2,0,0,1,1,4,4,3.0,3,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,2,1,1,1,2,0,1,0,1,1,1,0,3,0,3,1,4,1,1,6,0.60000002
R_100615abc4024,4615493,School_16,100,13.8,1,3.0,17.0,0,0,2,6.0,6,1,1,5,1,A,2,2,4,4,1,2,2,3,3,2,6,7.0,1.0,1.5,2.0,2.5,0.0,1.0,9.0,0.0,4,4,1,3,1,5,1,2.5,4,4,3.0,1,2,3,4,4.0,4,1,2,2,3,2.4000001,3,3,3,4,3,1,5,2,3.0,3.0,3.5,4,2,3,2,3,3,2,4,1,1,5,1,3,,5,4,4,4,0,0,2,,0,,1857.0,2072.0,0,9,9,5,2,4,4,1,5,2,5,1,1,3,3,3,6,3,2,1,3,0,1,0,0,3,4,3.5,3,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,2,0,4,0,1,1,2,1,1,1,1,1,3,0,3,0,3,1,1,6,0.60000002
R_100616abc5531,4615493,School_16,100,20.200001,1,1.0,15.0,0,0,3,4.0,4,0,0,2,3,B,2,4,2,6,5,3,3,4,3,2,6,5.5,1.5,2.0,4.0,2.0,0.0,1.5,8.5,1.5,5,2,1,2,2,5,1,2.0,6,6,1.0,4,2,3,4,3.25,2,3,3,3,3,2.8,1,2,5,4,4,1,4,1,3.3333333,2.5,3.0,4,1,4,1,1,3,2,2,1,1,2,3,1,,4,1,1,3,0,10,7,,1,,,2548.0,0,2,6,2,1,4,3,5,1,1,4,4,1,3,2,3,5,1,2,1,1,0,1,0,0,1,1,3.0,5,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,0,3,0,1,0,1,0,3,0,1,0,1,0,3,0,3,0,1,1,0.1
R_100617abc9929,4615493,School_16,100,31.5,1,1.0,15.0,0,0,4,8.0,8,1,1,1,4,C,1,1,4,9,6,4,3,2,4,3,1,7.5,3.5,2.0,1.5,1.5,0.0,0.0,7.0,0.0,4,4,5,4,4,2,1,2.75,2,2,5.0,1,5,4,1,2.75,2,3,4,1,2,2.4000001,4,1,5,4,4,4,3,1,4.6666665,3.5,3.0,2,1,1,4,2,1,2,3,3,1,3,1,1,,4,3,3,4,0,8,4,,0,,1336.0,-78.0,1,10,5,9,1,1,4,3,5,3,5,5,2,3,1,5,4,2,1,3,1,1,0,0,0,3,1,2.0,3,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,2,1,1,1,2,0,2,0,4,0,4,1,3,1,1,1,4,0,4,6,0.60000002
R_100618abc6623,4615493,School_16,100,43.099998,1,1.0,15.0,0,0,4,3.0,4,0,1,4,2,D,1,1,1,7,7,4,3,3,1,5,8,7.0,1.5,2.0,3.0,1.5,1.0,1.5,9.0,1.0,1,2,3,4,1,5,1,2.75,6,1,3.5,2,4,1,5,3.0,2,1,3,2,4,2.4000001,3,2,2,5,1,1,4,1,3.0,2.5,5.0,2,3,1,4,1,2,3,1,3,1,2,1,1,,2,3,2,4,0,3,8,,0,724.0,1520.0,4406.0,1,10,5,5,2,1,4,4,2,5,5,3,1,1,3,5,4,1,3,3,1,0,0,0,0,1,5,5.0,6,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,2,1,2,1,1,0,3,1,3,0,1,1,4,1,1,8,0.80000001
R_100619abc9023,4615493,School_16,100,33.299999,1,2.0,16.0,0,0,4,1.0,4,0,1,5,4,E,1,1,3,4,1,1,4,2,3,5,5,6.5,3.0,4.0,5.0,1.5,0.0,0.5,7.0,0.0,1,2,3,4,2,2,2,3.5,3,6,2.5,5,4,4,4,2.75,4,3,4,4,2,3.4000001,1,4,5,2,1,3,2,4,2.6666667,2.5,3.5,1,2,2,4,3,4,1,2,5,1,4,1,1,,5,1,4,2,0,1,2,,0,1168.0,1667.0,2114.0,2,3,0,3,3,1,5,3,5,4,2,2,2,2,3,5,5,1,1,1,1,0,0,0,0,2,2,3.0,2,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,2,0,3,0,2,0,1,1,1,1,1,1,3,0,3,0,2,0,4,4,0.40000001
R_100620abc1073,4615493,School_16,100,30.6,1,3.0,17.0,1,1,10,4.0,10,0,1,1,3,A,2,2,4,9,10,3,2,2,4,4,5,8.0,2.5,2.5,1.5,0.0,0.0,1.5,7.5,0.5,3,2,3,5,5,1,1,3.0,4,5,2.5,4,4,4,1,2.25,2,3,1,3,3,2.4000001,3,4,1,5,4,3,4,2,2.0,3.5,3.5,2,1,3,1,1,2,4,3,4,1,5,2,1,,2,4,1,1,0,8,1,,1,763.0,1094.0,3976.0,9,4,1,6,2,3,4,5,3,3,4,4,2,3,2,3,7,3,3,1,3,0,0,0,0,1,5,5.0,5,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,2,1,1,0,1,1,2,0,3,1,1,0,3,1,1,0,3,0,3,5,0.5
R_100621abc299,4615493,School_16,100,23.9,1,2.0,16.0,0,0,2,6.0,6,0,0,4,1,B,2,3,2,9,4,2,4,4,1,2,6,5.5,3.5,1.5,1.5,2.5,1.0,0.0,6.5,2.0,3,1,5,4,2,1,3,4.0,1,5,4.0,5,5,5,3,2.5,4,3,3,3,4,3.4000001,4,5,1,2,3,4,1,3,2.0,2.5,2.5,3,2,4,2,1,4,3,5,5,1,2,5,1,,5,3,2,2,0,2,3,,0,815.0,2024.0,2758.0,8,1,2,10,1,5,1,2,1,2,4,3,2,3,3,5,6,1,3,3,2,0,0,0,1,5,1,1.0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,2,0,1,1,2,1,2,1,1,1,1,1,3,0,3,1,4,1,1,8,0.80000001
R_100622abc2008,4615493,School_16,100,44.900002,1,0.0,15.0,0,0,9,9.0,9,1,0,5,2,C,3,1,1,15,5,4,3,4,3,5,6,7.5,2.0,0.5,5.0,1.0,0.5,0.5,7.0,1.5,4,3,1,3,2,5,5,3.25,3,1,5.0,2,1,4,4,4.25,1,4,3,4,4,3.2,3,2,5,1,1,4,5,3,4.0,4.5,3.0,4,3,1,1,2,2,3,2,4,2,3,2,1,,3,4,6,2,0,3,3,,1,,,3015.0,7,2,3,4,2,4,1,3,3,1,2,4,1,3,3,4,4,2,1,3,3,1,0,0,0,1,1,3.0,6,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,2,0,4,1,2,1,2,0,1,0,3,0,1,0,1,1,4,1,1,5,0.5
R_100623abc161,4615493,School_16,100,51.700001,1,3.0,17.0,1,1,10,7.0,10,1,0,4,4,D,3,3,4,6,8,3,1,3,3,1,3,7.0,1.0,2.5,5.0,1.5,0.0,0.0,9.5,1.0,4,4,5,5,5,4,2,2.5,1,3,5.0,5,3,3,2,2.25,1,3,1,4,3,2.4000001,3,5,1,5,1,5,3,2,1.6666666,4.0,5.0,3,4,3,2,2,2,2,1,3,1,3,1,2,,1,1,4,1,0,9,3,,0,1064.0,1453.0,1477.0,3,4,1,9,1,5,4,1,1,5,5,5,1,1,2,3,5,2,3,3,2,1,0,0,1,2,4,4.0,6,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,2,1,1,1,2,1,2,0,1,1,1,1,3,0,1,1,4,1,1,8,0.80000001
R_100624abc6610,4615493,School_16,100,31.0,1,1.0,15.0,0,0,5,1.0,5,0,1,3,2,E,2,4,1,4,6,1,3,3,1,5,1,8.5,1.0,1.5,3.5,2.0,1.0,0.5,8.5,0.0,2,1,4,2,2,2,2,3.0,2,2,5.0,4,1,1,5,3.25,3,4,3,4,2,3.2,1,1,2,1,5,1,1,3,2.6666667,1.0,1.0,3,3,3,3,1,4,4,3,3,1,1,1,1,,3,1,4,3,0,3,5,,0,1579.0,1009.0,3605.0,4,8,1,3,3,2,1,1,1,5,3,5,2,2,2,2,4,2,1,3,1,1,0,0,0,2,1,2.5,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,2,1,1,1,2,1,2,0,1,0,1,0,2,0,3,1,4,1,1,6,0.60000002
R_100625abc9079,4615493,School_16,100,49.700001,1,2.0,16.0,1,1,6,6.0,6,1,1,5,3,A,4,2,3,8,5,2,4,2,1,3,5,8.0,2.0,1.0,3.5,1.5,0.0,0.0,6.0,1.0,1,4,3,1,3,2,1,2.25,2,6,3.0,3,3,2,4,3.0,2,2,1,1,4,2.0,4,2,1,3,4,5,2,4,3.0,3.5,2.5,4,3,4,1,3,4,2,5,1,1,5,4,3,,5,4,4,3,1,0,6,,1,1003.0,1175.0,2860.0,4,8,1,4,1,5,4,2,3,3,5,2,3,1,2,2,4,2,1,2,3,1,0,1,0,3,2,2.5,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,2,0,1,1,2,0,1,0,1,1,1,1,3,0,4,1,4,1,1,5,0.5
R_100626abc9994,4615493,School_16,100,41.099998,1,4.0,18.0,1,1,1,2.0,2,0,0,1,4,B,4,1,1,2,9,2,2,4,2,3,4,7.5,1.5,2.5,3.5,0.5,0.0,0.0,8.0,0.5,1,1,2,5,1,2,1,3.75,3,3,4.0,2,2,2,3,3.25,2,2,1,3,1,1.8,2,5,2,3,5,3,5,2,1.6666666,4.0,2.0,2,2,1,2,1,3,2,5,1,1,3,4,3,,2,5,1,2,0,2,4,,1,710.0,2209.0,3082.0,1,1,5,6,3,4,1,3,4,2,2,1,2,3,2,3,6,3,2,3,1,0,1,0,0,4,5,3.5,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,2,0,1,0,2,0,2,0,3,0,4,1,3,1,1,0,1,0,1,2,0.2
R_100627abc8146,4615493,School_16,100,25.0,1,2.0,16.0,1,1,6,,6,1,1,2,1,C,2,1,4,8,10,4,2,4,2,4,8,7.0,2.0,3.0,4.0,2.5,1.0,1.0,8.0,0.0,3,1,5,2,2,5,2,2.25,4,1,4.5,4,5,3,2,2.0,1,2,3,3,2,2.2,2,1,5,5,5,1,4,3,4.0,2.5,3.0,1,3,4,4,1,4,1,2,1,1,4,4,2,,1,3,1,4,1,8,8,,1,1554.0,1149.0,1721.0,1,7,3,4,2,1,2,1,3,4,3,1,2,1,3,5,7,2,2,2,3,1,1,1,0,4,5,3.5,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,2,1,2,0,1,1,1,1,3,1,1,1,4,1,1,7,0.69999999
R_100628abc7135,4615493,School_16,100,46.0,1,1.0,15.0,0,0,10,7.0,10,0,1,1,1,D,3,1,4,4,10,3,2,2,4,5,4,7.0,1.0,2.5,1.0,2.5,1.0,0.5,7.5,0.0,5,4,1,5,1,1,1,4.0,2,1,5.5,1,1,4,1,3.75,3,2,3,3,1,2.4000001,5,4,3,4,5,2,1,1,3.3333333,1.5,2.5,3,1,2,1,1,4,4,2,1,2,4,4,3,,4,5,5,3,0,9,1,,1,1267.0,1493.0,2990.0,0,7,6,10,2,4,2,4,3,2,1,2,3,3,2,5,6,2,2,1,1,1,1,0,0,4,5,3.5,2,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,0,1,1,2,0,1,1,1,0,4,0,3,0,4,1,4,1,1,5,0.5
R_100629abc3200,4615493,School_16,100,23.299999,1,3.0,17.0,1,1,8,8.0,8,1,1,3,2,E,4,4,4,10,9,4,1,3,1,2,7,7.5,0.0,2.5,2.0,3.5,0.5,0.0,9.0,1.0,4,2,5,4,4,5,3,2.5,6,6,1.0,4,5,1,4,2.0,1,4,3,3,4,3.0,4,2,5,3,5,3,1,2,4.3333335,2.0,2.0,4,3,3,4,3,2,3,5,3,1,3,3,3,,2,5,1,4,0,6,8,,1,,1583.0,3558.0,10,8,10,9,1,3,3,5,1,4,4,3,1,3,1,2,5,3,3,2,2,0,0,1,1,2,1,2.5,5,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,2,1,1,0,1,1,2,1,1,1,1,1,3,1,1,1,4,1,1,8,0.80000001
R_100630abc5141,4615493,School_16,100,33.099998,1,3.0,17.0,0,0,9,10.0,10,0,1,1,3,A,1,2,4,8,3,1,4,3,3,4,6,6.0,2.0,1.0,3.0,2.0,0.5,0.5,7.0,2.5,3,4,3,2,2,5,3,2.5,3,4,3.5,1,5,4,3,3.25,1,3,3,3,4,2.8,3,5,3,3,4,2,3,4,2.3333333,2.5,2.5,2,4,3,3,1,1,2,2,1,1,1,4,3,,2,5,5,3,0,1,1,,1,848.0,2930.0,1966.0,6,3,8,8,2,5,1,3,4,2,3,2,2,2,2,2,6,3,2,1,1,0,1,0,0,5,2,1.5,4,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,2,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,1,1,10,1.0
R_100631abc115,4615493,School_16,100,45.799999,1,1.0,15.0,1,1,1,,1,0,1,3,3,B,3,4,4,10,1,1,3,3,2,3,4,5.5,2.0,1.5,3.5,1.5,0.5,0.0,8.0,0.5,2,3,5,2,2,4,4,3.0,5,6,1.5,5,5,4,4,2.5,1,3,1,1,3,1.8,4,4,4,2,2,1,2,4,3.3333333,1.5,3.0,3,3,1,3,2,4,2,3,3,1,4,4,3,,2,2,3,2,0,6,6,,1,1150.0,1761.0,3090.0,5,10,2,1,2,5,4,2,3,2,2,4,1,3,1,3,4,2,2,3,3,1,1,0,0,1,4,4.5,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,2,0,4,0,1,0,1,0,4,0,1,0,3,1,1,0,3,0,4,1,0.1
R_100632abc203,4615493,School_16,100,17.299999,1,2.0,16.0,0,0,6,10.0,10,0,1,2,4,C,2,1,2,8,2,4,1,1,2,4,3,6.5,2.0,2.5,3.0,3.0,0.5,0.5,10.5,0.0,4,2,5,4,4,3,3,3.0,3,4,3.5,4,3,3,1,2.25,1,1,4,3,3,2.4000001,1,1,2,5,2,3,1,2,2.6666667,2.0,4.5,4,1,1,3,3,3,4,4,2,1,5,4,2,,1,5,1,4,0,1,4,,1,1408.0,1646.0,,3,3,4,6,1,4,5,5,1,5,3,4,3,2,3,2,4,1,2,2,2,0,1,1,1,2,5,4.5,2,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,0,2,0,2,1,1,1,1,1,3,1,1,1,4,0,1,7,0.69999999
R_100633abc8418,4615493,School_16,100,6.0999999,1,2.0,16.0,1,1,4,2.0,4,1,1,2,3,D,3,2,1,8,7,1,2,1,3,2,2,8.5,1.0,1.5,2.0,1.5,0.0,0.0,7.5,0.5,1,4,5,3,5,5,3,2.0,2,3,4.5,1,2,2,3,3.5,1,3,4,3,2,2.5999999,4,2,3,2,4,1,4,4,3.6666667,2.5,2.0,4,3,2,3,3,3,4,2,5,1,4,4,3,,2,3,6,1,0,7,5,,1,,,2988.0,1,2,5,8,2,1,4,4,1,2,1,1,3,1,3,3,6,2,3,2,1,1,0,1,0,5,1,1.0,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,0,2,0,2,0,1,0,3,1,3,0,1,1,4,0,1,2,0.2
R_100634abc6680,4615493,School_16,100,54.299999,1,3.0,17.0,1,1,1,7.0,7,1,1,3,4,E,4,2,4,2,2,3,3,1,3,3,5,7.0,2.0,5.0,7.0,2.0,0.0,0.0,7.0,0.5,4,3,2,4,5,3,1,2.25,5,4,2.5,2,4,2,5,3.25,4,4,3,1,3,3.0,3,2,3,5,3,3,3,4,3.3333333,3.0,4.0,3,4,1,3,1,2,4,3,2,1,2,1,1,,1,3,2,4,1,8,8,,0,1120.0,1333.0,,5,5,8,5,1,2,2,2,1,4,2,2,2,2,3,2,4,1,1,3,3,0,0,0,0,5,5,3.0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,2,0,4,0,1,1,2,0,3,0,3,0,2,1,1,1,4,0,3,3,0.30000001
R_100635abc4646,4615493,School_16,100,7.3000002,1,3.0,17.0,1,1,6,9.0,9,0,0,1,1,A,2,4,3,2,3,4,4,3,1,3,8,8.0,0.0,0.5,2.5,1.0,0.0,2.0,8.5,0.0,1,2,4,3,2,1,4,4.0,2,4,4.0,5,3,3,2,2.25,2,3,4,4,1,2.8,1,2,5,2,2,3,1,1,3.3333333,2.0,3.0,4,3,4,3,2,4,4,2,5,1,3,2,3,,1,5,3,1,0,9,1,,1,947.0,1829.0,3334.0,8,7,2,1,1,1,5,1,5,2,5,3,2,3,1,3,7,3,3,1,3,0,0,0,0,2,4,4.0,4,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,3,1,2,1,2,0,3,1,1,1,3,1,1,1,4,1,1,7,0.69999999
R_100636abc1322,4615493,School_16,100,18.9,1,1.0,15.0,1,1,1,1.0,1,1,0,3,1,B,4,1,3,5,2,2,3,1,2,1,4,6.0,2.0,2.0,2.0,1.0,0.0,1.0,8.0,1.5,4,4,2,5,3,3,2,3.25,5,4,2.5,5,5,3,4,2.25,4,4,1,4,4,3.4000001,1,3,5,3,2,1,3,1,3.0,2.0,3.5,4,2,3,4,1,4,2,2,4,1,3,2,3,,5,3,2,4,0,5,6,,1,1281.0,,1384.0,9,2,4,9,2,5,3,4,5,2,2,2,1,1,1,4,6,1,1,1,1,0,0,0,0,4,5,3.5,4,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2,1,1,0,2,1,2,1,1,1,1,0,1,1,1,1,4,1,1,8,0.80000001
R_100637abc3654,5165181,School_18,100,56.799999,1,3.0,17.0,0,0,10,6.0,10,0,0,5,2,C,4,1,4,2,6,2,4,4,2,1,1,8.5,2.0,2.0,3.0,1.0,0.0,1.0,9.5,1.5,3,3,1,3,2,4,3,3.0,1,3,5.0,4,2,4,1,2.75,4,1,1,1,3,2.0,1,1,1,1,3,4,4,3,2.3333333,4.0,2.0,1,1,2,4,2,4,4,1,3,1,1,2,2,,4,3,1,4,0,6,1,,1,884.0,1652.0,2845.0,2,6,4,3,2,5,2,1,5,4,5,5,1,2,2,2,6,2,2,2,3,1,1,1,0,4,5,3.5,5,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,2,0,1,1,2,1,2,0,4,1,1,1,3,0,1,0,2,0,4,5,0.5
R_100638abc4879,5165181,School_18,100,61.099998,1,1.0,15.0,0,0,7,7.0,7,0,1,3,4,D,1,3,4,2,1,1,2,3,2,1,1,6.0,3.0,3.0,4.0,0.5,0.0,1.5,9.0,1.0,5,4,2,1,5,3,3,2.0,1,6,3.5,2,2,3,5,4.0,3,2,4,4,1,2.8,5,1,1,3,3,1,5,4,3.6666667,3.0,3.0,4,3,1,3,2,4,2,4,2,1,3,2,3,,1,5,3,2,0,8,8,,1,1363.0,1132.0,2582.0,4,9,9,5,2,5,3,2,4,2,1,5,3,3,2,5,5,2,1,3,2,1,0,0,1,2,1,2.5,4,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,3,0,2,1,2,1,1,1,1,1,3,0,4,1,4,0,1,5,0.5
